Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Calhoun County, AL",1015,Assault by other and unspecified firearm discharge,X95,13,117274,
,"Jefferson County, AL",1073,Assault by other and unspecified firearm discharge,X95,88,656510,13.4
,"Jefferson County, AL",1073,Assault by unspecified means,Y09,11,656510,
,"Madison County, AL",1089,Assault by other and unspecified firearm discharge,X95,11,323526,
,"Mobile County, AL",1097,Assault by handgun discharge,X93,12,409196,
,"Mobile County, AL",1097,Assault by other and unspecified firearm discharge,X95,43,409196,10.5
,"Mobile County, AL",1097,Assault by unspecified means,Y09,10,409196,
,"Montgomery County, AL",1101,Assault by other and unspecified firearm discharge,X95,21,227461,9.2
,"Tuscaloosa County, AL",1125,Assault by other and unspecified firearm discharge,X95,16,188093,
,"Maricopa County, AZ",4013,"Assault by rifle, shotgun and larger firearm discharge",X94,16,3771061,
,"Maricopa County, AZ",4013,Assault by other and unspecified firearm discharge,X95,197,3771061,5.2
,"Maricopa County, AZ",4013,Assault by sharp object,X99,32,3771061,0.8
,"Maricopa County, AZ",4013,Assault by unspecified means,Y09,34,3771061,0.9
,"Pima County, AZ",4019,Assault by other and unspecified firearm discharge,X95,72,967778,7.4
,"Pima County, AZ",4019,Assault by unspecified means,Y09,11,967778,
,"Jefferson County, AR",5069,Assault by other and unspecified firearm discharge,X95,12,78354,
,"Pulaski County, AR",5119,Assault by other and unspecified firearm discharge,X95,42,376567,11.2
,"Pulaski County, AR",5119,Assault by unspecified means,Y09,11,376567,
,"Alameda County, CA",6001,Assault by handgun discharge,X93,59,1477208,4
,"Alameda County, CA",6001,"Assault by rifle, shotgun and larger firearm discharge",X94,15,1477208,
,"Alameda County, CA",6001,Assault by other and unspecified firearm discharge,X95,61,1477208,4.1
,"Alameda County, CA",6001,Assault by sharp object,X99,11,1477208,
,"Contra Costa County, CA",6013,Assault by other and unspecified firearm discharge,X95,59,1023344,5.8
,"Fresno County, CA",6019,Assault by other and unspecified firearm discharge,X95,44,909630,4.8
,"Fresno County, CA",6019,Assault by unspecified means,Y09,11,909630,
,"Kern County, CA",6029,Assault by other and unspecified firearm discharge,X95,24,818327,2.9
,"Kern County, CA",6029,Assault by unspecified means,Y09,15,818327,
