Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Calhoun County, AL",1015,Assault by other and unspecified firearm discharge,X95,15,114728,
,"Dallas County, AL",1047,Assault by other and unspecified firearm discharge,X95,11,39215,
,"Jefferson County, AL",1073,Assault by handgun discharge,X93,68,659197,10.3
,"Jefferson County, AL",1073,"Assault by rifle, shotgun and larger firearm discharge",X94,10,659197,
,"Jefferson County, AL",1073,Assault by other and unspecified firearm discharge,X95,67,659197,10.2
,"Lee County, AL",1081,Assault by other and unspecified firearm discharge,X95,12,161604,
,"Macon County, AL",1087,Assault by other and unspecified firearm discharge,X95,10,18755,
,"Madison County, AL",1089,Assault by other and unspecified firearm discharge,X95,29,361046,8
,"Mobile County, AL",1097,Assault by other and unspecified firearm discharge,X95,65,413955,15.7
,"Montgomery County, AL",1101,Assault by other and unspecified firearm discharge,X95,51,226646,22.5
,"Russell County, AL",1113,Assault by other and unspecified firearm discharge,X95,10,57045,
,"Talladega County, AL",1121,Assault by other and unspecified firearm discharge,X95,11,80065,
,"Tuscaloosa County, AL",1125,Assault by other and unspecified firearm discharge,X95,14,207811,
,"Anchorage Borough, AK",2020,Assault by other and unspecified firearm discharge,X95,28,294356,9.5
,"Maricopa County, AZ",4013,Assault by other and unspecified firearm discharge,X95,189,4307033,4.4
,"Maricopa County, AZ",4013,Assault by sharp object,X99,26,4307033,0.6
,"Maricopa County, AZ",4013,Assault by unspecified means,Y09,29,4307033,0.7
,"Pima County, AZ",4019,Assault by other and unspecified firearm discharge,X95,43,1022769,4.2
,"Pinal County, AZ",4021,Assault by other and unspecified firearm discharge,X95,19,430237,
,"Jefferson County, AR",5069,Assault by other and unspecified firearm discharge,X95,24,69115,34.7
,"Pulaski County, AR",5119,Assault by other and unspecified firearm discharge,X95,49,393956,12.4
,"Alameda County, CA",6001,Assault by handgun discharge,X93,30,1663190,1.8
,"Alameda County, CA",6001,Assault by other and unspecified firearm discharge,X95,34,1663190,2
,"Alameda County, CA",6001,Assault by sharp object,X99,11,1663190,
,"Contra Costa County, CA",6013,Assault by other and unspecified firearm discharge,X95,43,1147439,3.7
,"Fresno County, CA",6019,Assault by other and unspecified firearm discharge,X95,57,989255,5.8
,"Kern County, CA",6029,Assault by handgun discharge,X93,46,893119,5.2
,"Kern County, CA",6029,Assault by other and unspecified firearm discharge,X95,26,893119,2.9
,"Kern County, CA",6029,Assault by sharp object,X99,11,893119,
,"Los Angeles County, CA",6037,"Assault by hanging, strangulation and suffocation",X91,13,10163507,
,"Los Angeles County, CA",6037,Assault by handgun discharge,X93,46,10163507,0.5
,"Los Angeles County, CA",6037,Assault by other and unspecified firearm discharge,X95,416,10163507,4.1
,"Los Angeles County, CA",6037,Assault by sharp object,X99,73,10163507,0.7
,"Los Angeles County, CA",6037,Assault by unspecified means,Y09,36,10163507,0.4
,"Los Angeles County, CA",6037,Sequelae of assault,Y87.1,11,10163507,
,"Monterey County, CA",6053,Assault by handgun discharge,X93,25,437907,5.7
,"Monterey County, CA",6053,Assault by other and unspecified firearm discharge,X95,10,437907,
,"Orange County, CA",6059,Assault by handgun discharge,X93,29,3190400,0.9
,"Orange County, CA",6059,Assault by other and unspecified firearm discharge,X95,20,3190400,0.6
,"Orange County, CA",6059,Assault by sharp object,X99,14,3190400,
,"Riverside County, CA",6065,Assault by other and unspecified firearm discharge,X95,66,2423266,2.7
,"Riverside County, CA",6065,Assault by sharp object,X99,15,2423266,
,"Sacramento County, CA",6067,Assault by other and unspecified firearm discharge,X95,58,1530615,3.8
,"Sacramento County, CA",6067,Assault by sharp object,X99,11,1530615,
,"Sacramento County, CA",6067,Assault by unspecified means,Y09,15,1530615,
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,99,2157404,4.6
,"San Bernardino County, CA",6071,Assault by sharp object,X99,11,2157404,
,"San Bernardino County, CA",6071,Assault by unspecified means,Y09,17,2157404,
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,44,3337685,1.3
,"San Diego County, CA",6073,Assault by sharp object,X99,16,3337685,
,"San Diego County, CA",6073,Assault by unspecified means,Y09,10,3337685,
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,30,884363,3.4
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,55,745424,7.4
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,15,1938153,
,"Santa Clara County, CA",6085,Assault by sharp object,X99,11,1938153,
,"Solano County, CA",6095,Assault by other and unspecified firearm discharge,X95,31,445458,7
,"Stanislaus County, CA",6099,Assault by other and unspecified firearm discharge,X95,10,547899,
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,23,464493,5
,"Ventura County, CA",6111,Assault by other and unspecified firearm discharge,X95,16,854223,
,"Adams County, CO",8001,Assault by other and unspecified firearm discharge,X95,17,503167,
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,17,643052,
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,33,704621,4.7
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,30,699232,4.3
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,18,949921,
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,29,895388,3.2
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,21,860435,2.4
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,44,559793,7.9
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,83,693972,12
,"District of Columbia, DC",11001,Assault by sharp object,X99,14,693972,
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,18,589162,
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,77,1935878,4
,"Broward County, FL",12011,Assault by other specified means,Y08,11,1935878,
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,102,937934,10.9
,"Duval County, FL",12031,Assault by sharp object,X99,10,937934,
,"Duval County, FL",12031,Assault by unspecified means,Y09,12,937934,
,"Escambia County, FL",12033,Assault by other and unspecified firearm discharge,X95,19,313512,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,33,1408566,2.3
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,22,1408566,1.6
,"Lake County, FL",12069,Assault by other and unspecified firearm discharge,X95,13,346017,
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,28,739224,3.8
,"Marion County, FL",12083,Assault by other and unspecified firearm discharge,X95,18,354353,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,170,2751796,6.2
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,19,2751796,
,"Orange County, FL",12095,Assault by handgun discharge,X93,38,1348975,2.8
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,29,1348975,2.1
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,84,1471150,5.7
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,11,525643,
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,30,970637,3.1
,"Seminole County, FL",12117,Assault by other and unspecified firearm discharge,X95,11,462659,
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,18,538692,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,23,152862,15
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,33,290501,11.4
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,34,285153,11.9
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,28,755754,3.7
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,85,753253,11.3
,"Dougherty County, GA",13095,Assault by other and unspecified firearm discharge,X95,16,89502,
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,101,1041423,9.7
,"Fulton County, GA",13121,Assault by unspecified means,Y09,10,1041423,
,"Glynn County, GA",13127,Assault by other and unspecified firearm discharge,X95,10,85282,
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,31,920260,3.4
,"Henry County, GA",13151,Assault by other and unspecified firearm discharge,X95,16,225813,
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,40,194058,20.6
,"Newton County, GA",13217,Assault by other and unspecified firearm discharge,X95,14,108078,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,26,201800,12.9
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,711,5211263,13.6
,"Cook County, IL",17031,Assault by sharp object,X99,30,5211263,0.6
,"Cook County, IL",17031,Assault by unspecified means,Y09,31,5211263,0.6
,"Cook County, IL",17031,Sequelae of assault,Y87.1,10,5211263,
,"DuPage County, IL",17043,Assault by other and unspecified firearm discharge,X95,13,930128,
,"Kane County, IL",17089,Assault by other and unspecified firearm discharge,X95,13,534667,
,"Kankakee County, IL",17091,Assault by other and unspecified firearm discharge,X95,10,109605,
,"Lake County, IL",17097,Assault by other and unspecified firearm discharge,X95,15,703520,
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,10,183011,
,"Rock Island County, IL",17161,"Assault by drugs, medicaments and biological substances",X85,11,144808,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,41,262479,15.6
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,19,692661,
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,16,284778,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,32,372877,8.6
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,60,485640,12.4
,"Marion County, IN",18097,Assault by handgun discharge,X93,16,950082,
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,127,950082,13.4
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,20,270434,7.4
,"Vanderburgh County, IN",18163,Assault by other and unspecified firearm discharge,X95,15,181616,
,"Polk County, IA",19153,Assault by other and unspecified firearm discharge,X95,14,481830,
,"Johnson County, KS",20091,Assault by other and unspecified firearm discharge,X95,12,591178,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,27,513687,5.3
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,17,178187,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,33,165288,20
,"Fayette County, KY",21067,Assault by other and unspecified firearm discharge,X95,16,321959,
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,91,771158,11.8
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,44,246581,17.8
,"Calcasieu Parish, LA",22019,Assault by other and unspecified firearm discharge,X95,11,202445,
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,105,446268,23.5
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,49,439036,11.2
,"Lafayette Parish, LA",22055,Assault by other and unspecified firearm discharge,X95,24,242485,9.9
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,121,393292,30.8
,"Ouachita Parish, LA",22073,Assault by other and unspecified firearm discharge,X95,22,155874,14.1
,"Rapides Parish, LA",22079,Assault by other and unspecified firearm discharge,X95,13,131648,
,"St. Tammany Parish, LA",22103,Assault by other and unspecified firearm discharge,X95,11,256327,
,"Tangipahoa Parish, LA",22105,Assault by other and unspecified firearm discharge,X95,10,132497,
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,16,573235,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,69,832468,8.3
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,11,1058810,
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,63,912756,6.9
,"Prince George's County, MD",24033,Assault by sharp object,X99,12,912756,
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,10,912756,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,241,611648,39.4
,"Baltimore city, MD",24510,Assault by sharp object,X99,16,611648,
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,19,611648,
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,15,785205,
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,18,469818,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,45,797939,5.6
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,41,407385,10.1
,"Ingham County, MI",26065,Assault by other and unspecified firearm discharge,X95,13,290186,
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,14,648594,
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,24,871375,2.8
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,23,1250836,1.8
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,19,191934,
,"Washtenaw County, MI",26161,Assault by other and unspecified firearm discharge,X95,11,367627,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,226,1753616,12.9
,"Wayne County, MI",26163,Assault by sharp object,X99,17,1753616,
,"Wayne County, MI",26163,Assault by unspecified means,Y09,16,1753616,
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,32,1252024,2.6
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,18,547974,
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,13,205027,
,"Hinds County, MS",28049,Assault by other and unspecified firearm discharge,X95,55,239497,23
,"Lauderdale County, MS",28075,Assault by other and unspecified firearm discharge,X95,15,76155,
,"Washington County, MS",28151,Assault by other and unspecified firearm discharge,X95,14,46221,
,"Greene County, MO",29077,Assault by other and unspecified firearm discharge,X95,14,289805,
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,140,698895,20
,"Jackson County, MO",29095,Assault by unspecified means,Y09,10,698895,
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,133,996726,13.3
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,147,308626,47.6
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,23,561620,4.1
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,124,2204079,5.6
,"Clark County, NV",32003,Assault by sharp object,X99,20,2204079,0.9
,"Clark County, NV",32003,Assault by unspecified means,Y09,23,2204079,1
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,14,460587,
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,13,269918,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,26,510719,5.1
,"Cumberland County, NJ",34011,Assault by other and unspecified firearm discharge,X95,13,152538,
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,87,808285,10.8
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,16,691643,
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,19,374733,
,"Monmouth County, NJ",34025,Assault by other and unspecified firearm discharge,X95,10,626351,
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,21,512607,4.1
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,15,563892,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,44,676773,6.5
,"Bernalillo County, NM",35001,Assault by sharp object,X99,13,676773,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,37,1471160,2.5
,"Bronx County, NY",36005,Assault by sharp object,X99,13,1471160,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,35,925528,3.8
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,68,2648771,2.6
,"Kings County, NY",36047,Assault by sharp object,X99,21,2648771,0.8
,"Kings County, NY",36047,Assault by unspecified means,Y09,12,2648771,
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,19,747642,
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,12,1369514,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,18,1664727,
,"New York County, NY",36061,Assault by sharp object,X99,10,1664727,
,"Onondaga County, NY",36067,Assault by other and unspecified firearm discharge,X95,19,465398,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,23,2358582,1
,"Suffolk County, NY",36103,Assault by sharp object,X99,10,1492953,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,14,980244,
,"Columbus County, NC",37047,Assault by other and unspecified firearm discharge,X95,11,55936,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,20,332546,6
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,23,311640,7.4
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,23,376320,6.1
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,38,526953,7.2
,"Mecklenburg County, NC",37119,Assault by handgun discharge,X93,21,1076837,2
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,48,1076837,4.5
,"New Hanover County, NC",37129,Assault by other and unspecified firearm discharge,X95,12,227198,
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,22,132606,16.6
,"Vance County, NC",37181,Assault by other and unspecified firearm discharge,X95,10,44211,
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,13,1072203,
