Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Jefferson County, AL",1073,Assault by other and unspecified firearm discharge,X95,94,655893,14.3
,"Jefferson County, AL",1073,Assault by sharp object,X99,12,655893,
,"Jefferson County, AL",1073,Assault by unspecified means,Y09,14,655893,
,"Mobile County, AL",1097,Assault by handgun discharge,X93,10,402916,
,"Mobile County, AL",1097,Assault by other and unspecified firearm discharge,X95,32,402916,7.9
,"Montgomery County, AL",1101,Assault by other and unspecified firearm discharge,X95,27,227291,11.9
,"Tuscaloosa County, AL",1125,Assault by other and unspecified firearm discharge,X95,17,181383,
,"Anchorage Borough, AK",2020,Assault by other and unspecified firearm discharge,X95,16,280085,
,"Maricopa County, AZ",4013,"Assault by rifle, shotgun and larger firearm discharge",X94,14,3642884,
,"Maricopa County, AZ",4013,Assault by other and unspecified firearm discharge,X95,276,3642884,7.6
,"Maricopa County, AZ",4013,Assault by sharp object,X99,31,3642884,0.9
,"Maricopa County, AZ",4013,Assault by unspecified means,Y09,24,3642884,0.7
,"Pima County, AZ",4019,Assault by other and unspecified firearm discharge,X95,62,940930,6.6
,"Jefferson County, AR",5069,Assault by other and unspecified firearm discharge,X95,11,79977,
,"Pulaski County, AR",5119,Assault by other and unspecified firearm discharge,X95,57,371647,15.3
,"Alameda County, CA",6001,Assault by handgun discharge,X93,90,1444484,6.2
,"Alameda County, CA",6001,"Assault by rifle, shotgun and larger firearm discharge",X94,19,1444484,
,"Alameda County, CA",6001,Assault by other and unspecified firearm discharge,X95,46,1444484,3.2
,"Contra Costa County, CA",6013,Assault by other and unspecified firearm discharge,X95,53,1000834,5.3
,"Fresno County, CA",6019,Assault by other and unspecified firearm discharge,X95,43,883862,4.9
,"Kern County, CA",6029,Assault by other and unspecified firearm discharge,X95,45,784511,5.7
,"Kern County, CA",6029,Assault by sharp object,X99,10,784511,
,"Los Angeles County, CA",6037,"Assault by hanging, strangulation and suffocation",X91,20,9737955,0.2
,"Los Angeles County, CA",6037,Assault by handgun discharge,X93,91,9737955,0.9
,"Los Angeles County, CA",6037,"Assault by rifle, shotgun and larger firearm discharge",X94,18,9737955,
,"Los Angeles County, CA",6037,Assault by other and unspecified firearm discharge,X95,721,9737955,7.4
,"Los Angeles County, CA",6037,Assault by sharp object,X99,92,9737955,0.9
,"Los Angeles County, CA",6037,Assault by unspecified means,Y09,43,9737955,0.4
,"Los Angeles County, CA",6037,Sequelae of assault,Y87.1,27,9737955,0.3
,"Orange County, CA",6059,Assault by handgun discharge,X93,27,2932261,0.9
,"Orange County, CA",6059,Assault by other and unspecified firearm discharge,X95,27,2932261,0.9
,"Orange County, CA",6059,Assault by sharp object,X99,18,2932261,
,"Riverside County, CA",6065,Assault by other and unspecified firearm discharge,X95,68,2012370,3.4
,"Riverside County, CA",6065,Assault by unspecified means,Y09,17,2012370,
,"Sacramento County, CA",6067,Assault by handgun discharge,X93,24,1369563,1.8
,"Sacramento County, CA",6067,Assault by other and unspecified firearm discharge,X95,42,1369563,3.1
,"Sacramento County, CA",6067,Assault by sharp object,X99,14,1369563,
,"Sacramento County, CA",6067,Assault by unspecified means,Y09,12,1369563,
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,111,1974140,5.6
,"San Bernardino County, CA",6071,Assault by sharp object,X99,18,1974140,
,"San Bernardino County, CA",6071,Assault by unspecified means,Y09,16,1974140,
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,71,2947289,2.4
,"San Diego County, CA",6073,Assault by sharp object,X99,28,2947289,1
,"San Diego County, CA",6073,Assault by unspecified means,Y09,18,2947289,
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,51,768650,6.6
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,27,662812,4.1
,"San Mateo County, CA",6081,Assault by other and unspecified firearm discharge,X95,17,690176,
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,18,1691159,
,"Santa Clara County, CA",6085,Assault by sharp object,X99,10,1691159,
,"Stanislaus County, CA",6099,Assault by handgun discharge,X93,16,504651,
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,26,414921,6.3
,"Ventura County, CA",6111,Assault by handgun discharge,X93,10,798183,
,"Ventura County, CA",6111,Assault by other and unspecified firearm discharge,X95,12,798183,
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,12,531619,
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,30,556895,5.4
,"Denver County, CO",8031,Assault by unspecified means,Y09,11,556895,
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,10,580251,
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,25,896254,2.8
,"Fairfield County, CT",9001,Assault by sharp object,X99,10,896254,
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,28,881298,3.2
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,31,850207,3.6
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,29,527174,5.5
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,118,570681,20.7
,"District of Columbia, DC",11001,Assault by sharp object,X99,14,570681,
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,23,535138,4.3
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,63,1739348,3.6
,"Broward County, FL",12011,Assault by sharp object,X99,13,1739348,
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,81,842098,9.6
,"Duval County, FL",12031,Assault by sharp object,X99,10,842098,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,18,1171826,
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,14,1171826,
,"Hillsborough County, FL",12057,Assault by sharp object,X99,14,1171826,
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,20,582678,3.4
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,170,2405911,7.1
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,22,2405911,0.9
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,20,2405911,0.8
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,91,1083429,8.4
,"Orange County, FL",12095,Assault by sharp object,X99,13,1083429,
,"Osceola County, FL",12097,Assault by other and unspecified firearm discharge,X95,13,242081,
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,68,1284489,5.3
,"Palm Beach County, FL",12099,Assault by sharp object,X99,12,1284489,
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,11,439529,
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,26,924182,2.8
,"Pinellas County, FL",12103,Assault by sharp object,X99,10,924182,
,"Pinellas County, FL",12103,Assault by unspecified means,Y09,10,924182,
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,14,568324,
,"Seminole County, FL",12117,Assault by other and unspecified firearm discharge,X95,12,413218,
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,16,494748,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,10,154510,
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,23,246896,9.3
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,34,258552,13.2
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,17,661913,
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,84,676687,12.4
,"DeKalb County, GA",13089,Assault by sharp object,X99,11,676687,
,"DeKalb County, GA",13089,Assault by unspecified means,Y09,10,676687,
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,75,845181,8.9
,"Fulton County, GA",13121,Assault by sharp object,X99,11,845181,
,"Fulton County, GA",13121,Assault by unspecified means,Y09,12,845181,
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,31,740267,4.2
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,12,189464,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,13,196449,
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,19,5165495,
,"Cook County, IL",17031,"Assault by rifle, shotgun and larger firearm discharge",X94,11,5165495,
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,476,5165495,9.2
