Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Dallas County, AL",1047,Assault by other and unspecified firearm discharge,X95,11,41711,
,"Jefferson County, AL",1073,Assault by handgun discharge,X93,11,660793,
,"Jefferson County, AL",1073,Assault by other and unspecified firearm discharge,X95,53,660793,8
,"Madison County, AL",1089,Assault by other and unspecified firearm discharge,X95,15,350299,
,"Mobile County, AL",1097,Assault by other and unspecified firearm discharge,X95,41,415123,9.9
,"Montgomery County, AL",1101,Assault by other and unspecified firearm discharge,X95,34,226189,15
,"Maricopa County, AZ",4013,"Assault by hanging, strangulation and suffocation",X91,11,4087191,
,"Maricopa County, AZ",4013,Assault by other and unspecified firearm discharge,X95,131,4087191,3.2
,"Maricopa County, AZ",4013,Assault by sharp object,X99,20,4087191,0.5
,"Maricopa County, AZ",4013,Assault by unspecified means,Y09,27,4087191,0.7
,"Pima County, AZ",4019,Assault by other and unspecified firearm discharge,X95,30,1004516,3
,"Pinal County, AZ",4021,Assault by other and unspecified firearm discharge,X95,13,401918,
,"Jefferson County, AR",5069,Assault by other and unspecified firearm discharge,X95,14,72297,
,"Pulaski County, AR",5119,Assault by other and unspecified firearm discharge,X95,46,392702,11.7
,"Alameda County, CA",6001,Assault by handgun discharge,X93,23,1610921,1.4
,"Alameda County, CA",6001,Assault by other and unspecified firearm discharge,X95,58,1610921,3.6
,"Alameda County, CA",6001,Assault by sharp object,X99,12,1610921,
,"Contra Costa County, CA",6013,Assault by other and unspecified firearm discharge,X95,45,1111339,4
,"Fresno County, CA",6019,Assault by other and unspecified firearm discharge,X95,46,965974,4.8
,"Kern County, CA",6029,Assault by handgun discharge,X93,16,874589,
,"Kern County, CA",6029,Assault by other and unspecified firearm discharge,X95,31,874589,3.5
,"Los Angeles County, CA",6037,"Assault by hanging, strangulation and suffocation",X91,12,10116705,
,"Los Angeles County, CA",6037,Assault by handgun discharge,X93,50,10116705,0.5
,"Los Angeles County, CA",6037,Assault by other and unspecified firearm discharge,X95,331,10116705,3.3
,"Los Angeles County, CA",6037,Assault by sharp object,X99,64,10116705,0.6
,"Los Angeles County, CA",6037,Assault by unspecified means,Y09,42,10116705,0.4
,"Los Angeles County, CA",6037,Sequelae of assault,Y87.1,21,10116705,0.2
,"Merced County, CA",6047,Assault by other and unspecified firearm discharge,X95,11,266353,
,"Monterey County, CA",6053,Assault by handgun discharge,X93,22,431344,5.1
,"Orange County, CA",6059,Assault by handgun discharge,X93,10,3145515,
,"Orange County, CA",6059,Assault by other and unspecified firearm discharge,X95,25,3145515,0.8
,"Riverside County, CA",6065,Assault by other and unspecified firearm discharge,X95,48,2329271,2.1
,"Riverside County, CA",6065,Assault by sharp object,X99,20,2329271,0.9
,"Riverside County, CA",6065,Assault by unspecified means,Y09,10,2329271,
,"Sacramento County, CA",6067,Assault by other and unspecified firearm discharge,X95,58,1482026,3.9
,"Sacramento County, CA",6067,Assault by sharp object,X99,13,1482026,
,"Sacramento County, CA",6067,Assault by unspecified means,Y09,11,1482026,
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,70,2112619,3.3
,"San Bernardino County, CA",6071,Assault by sharp object,X99,18,2112619,
,"San Bernardino County, CA",6071,Assault by unspecified means,Y09,11,2112619,
