Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Alabama,1,Assault by handgun discharge,X93,28,4757938,0.6
,Alabama,1,"Assault by rifle, shotgun and larger firearm discharge",X94,18,4757938,
,Alabama,1,Assault by other and unspecified firearm discharge,X95,271,4757938,5.7
,Alabama,1,Assault by sharp object,X99,32,4757938,0.7
,Alabama,1,Assault by unspecified means,Y09,42,4757938,0.9
Total,Alabama,1,,,412,4757938,8.7
,Alaska,2,Assault by other and unspecified firearm discharge,X95,15,698895,
Total,Alaska,2,,,26,698895,3.7
,Arizona,4,"Assault by hanging, strangulation and suffocation",X91,12,6343154,
,Arizona,4,Assault by handgun discharge,X93,11,6343154,
,Arizona,4,"Assault by rifle, shotgun and larger firearm discharge",X94,13,6343154,
,Arizona,4,Assault by other and unspecified firearm discharge,X95,204,6343154,3.2
,Arizona,4,Assault by sharp object,X99,57,6343154,0.9
,Arizona,4,Assault by unspecified means,Y09,67,6343154,1.1
Total,Arizona,4,,,387,6343154,6.1
,Arkansas,5,"Assault by rifle, shotgun and larger firearm discharge",X94,12,2896843,
,Arkansas,5,Assault by other and unspecified firearm discharge,X95,144,2896843,5
,Arkansas,5,Assault by sharp object,X99,24,2896843,0.8
,Arkansas,5,Assault by unspecified means,Y09,22,2896843,0.8
Total,Arkansas,5,,,219,2896843,7.6
,California,6,"Assault by drugs, medicaments and biological substances",X85,14,36961229,
,California,6,"Assault by hanging, strangulation and suffocation",X91,60,36961229,0.2
,California,6,Assault by handgun discharge,X93,297,36961229,0.8
,California,6,"Assault by rifle, shotgun and larger firearm discharge",X94,66,36961229,0.2
,California,6,Assault by other and unspecified firearm discharge,X95,1097,36961229,3
,California,6,Assault by sharp object,X99,267,36961229,0.7
,California,6,Assault by blunt object,Y00,12,36961229,
,California,6,Assault by crashing of motor vehicle,Y03,11,36961229,
,California,6,By unspecified person,Y07.9,34,36961229,0.1
,California,6,Assault by other specified means,Y08,35,36961229,0.1
,California,6,Assault by unspecified means,Y09,158,36961229,0.4
,California,6,Sequelae of assault,Y87.1,46,36961229,0.1
Total,California,6,,,2124,36961229,5.7
,Colorado,8,Assault by handgun discharge,X93,21,4972195,0.4
,Colorado,8,"Assault by rifle, shotgun and larger firearm discharge",X94,11,4972195,
,Colorado,8,Assault by other and unspecified firearm discharge,X95,76,4972195,1.5
,Colorado,8,Assault by sharp object,X99,23,4972195,0.5
,Colorado,8,Assault by unspecified means,Y09,37,4972195,0.7
Total,Colorado,8,,,194,4972195,3.9
,Connecticut,9,Assault by other and unspecified firearm discharge,X95,77,3561807,2.2
,Connecticut,9,Assault by sharp object,X99,16,3561807,
,Connecticut,9,Assault by unspecified means,Y09,13,3561807,
Total,Connecticut,9,,,114,3561807,3.2
,Delaware,10,Assault by other and unspecified firearm discharge,X95,36,891730,4
Total,Delaware,10,,,45,891730,5
,District of Columbia,11,Assault by other and unspecified firearm discharge,X95,104,592228,17.6
,District of Columbia,11,Assault by sharp object,X99,21,592228,3.5
Total,District of Columbia,11,,,135,592228,22.8
,Florida,12,"Assault by hanging, strangulation and suffocation",X91,38,18652644,0.2
,Florida,12,Assault by handgun discharge,X93,86,18652644,0.5
,Florida,12,"Assault by rifle, shotgun and larger firearm discharge",X94,48,18652644,0.3
,Florida,12,Assault by other and unspecified firearm discharge,X95,670,18652644,3.6
,Florida,12,Assault by sharp object,X99,122,18652644,0.7
,Florida,12,By unspecified person,Y07.9,14,18652644,
,Florida,12,Assault by other specified means,Y08,19,18652644,
,Florida,12,Assault by unspecified means,Y09,96,18652644,0.5
,Florida,12,Sequelae of assault,Y87.1,16,18652644,
Total,Florida,12,,,1134,18652644,6.1
,Georgia,13,"Assault by hanging, strangulation and suffocation",X91,28,9620846,0.3
,Georgia,13,Assault by handgun discharge,X93,21,9620846,0.2
,Georgia,13,"Assault by rifle, shotgun and larger firearm discharge",X94,27,9620846,0.3
,Georgia,13,Assault by other and unspecified firearm discharge,X95,408,9620846,4.2
,Georgia,13,Assault by sharp object,X99,51,9620846,0.5
,Georgia,13,Assault by unspecified means,Y09,62,9620846,0.6
,Georgia,13,Sequelae of assault,Y87.1,11,9620846,
Total,Georgia,13,,,640,9620846,6.7
Total,Hawaii,15,,,23,1346717,1.7
Total,Idaho,16,,,22,1554439,1.4
,Illinois,17,"Assault by hanging, strangulation and suffocation",X91,35,12796778,0.3
,Illinois,17,"Assault by rifle, shotgun and larger firearm discharge",X94,16,12796778,
,Illinois,17,Assault by other and unspecified firearm discharge,X95,605,12796778,4.7
,Illinois,17,Assault by sharp object,X99,88,12796778,0.7
,Illinois,17,By unspecified person,Y07.9,14,12796778,
,Illinois,17,Assault by other specified means,Y08,14,12796778,
,Illinois,17,Assault by unspecified means,Y09,55,12796778,0.4
,Illinois,17,Sequelae of assault,Y87.1,16,12796778,
Total,Illinois,17,,,881,12796778,6.9
,Indiana,18,"Assault by hanging, strangulation and suffocation",X91,10,6459325,
,Indiana,18,Assault by handgun discharge,X93,12,6459325,
,Indiana,18,Assault by other and unspecified firearm discharge,X95,227,6459325,3.5
,Indiana,18,Assault by sharp object,X99,29,6459325,0.4
,Indiana,18,Assault by unspecified means,Y09,39,6459325,0.6
Total,Indiana,18,,,341,6459325,5.3
Total,Iowa,19,,,43,3032870,1.4
,Kansas,20,Assault by other and unspecified firearm discharge,X95,88,2832704,3.1
,Kansas,20,Assault by unspecified means,Y09,13,2832704,
