Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Alabama,1,"Assault by hanging, strangulation and suffocation",X91,13,4833722,
,Alabama,1,Assault by handgun discharge,X93,16,4833722,
,Alabama,1,"Assault by rifle, shotgun and larger firearm discharge",X94,12,4833722,
,Alabama,1,Assault by other and unspecified firearm discharge,X95,289,4833722,6
,Alabama,1,Assault by sharp object,X99,41,4833722,0.8
,Alabama,1,Assault by unspecified means,Y09,34,4833722,0.7
Total,Alabama,1,,,417,4833722,8.6
,Alaska,2,Assault by other and unspecified firearm discharge,X95,16,735132,
,Alaska,2,Assault by unspecified means,Y09,18,735132,
Total,Alaska,2,,,43,735132,5.8
,Arizona,4,"Assault by hanging, strangulation and suffocation",X91,11,6626624,
,Arizona,4,"Assault by rifle, shotgun and larger firearm discharge",X94,14,6626624,
,Arizona,4,Assault by other and unspecified firearm discharge,X95,229,6626624,3.5
,Arizona,4,Assault by sharp object,X99,50,6626624,0.8
,Arizona,4,Assault by unspecified means,Y09,55,6626624,0.8
Total,Arizona,4,,,389,6626624,5.9
,Arkansas,5,"Assault by hanging, strangulation and suffocation",X91,11,2959373,
,Arkansas,5,"Assault by rifle, shotgun and larger firearm discharge",X94,11,2959373,
,Arkansas,5,Assault by other and unspecified firearm discharge,X95,140,2959373,4.7
,Arkansas,5,Assault by sharp object,X99,26,2959373,0.9
,Arkansas,5,Assault by unspecified means,Y09,13,2959373,
Total,Arkansas,5,,,212,2959373,7.2
,California,6,"Assault by hanging, strangulation and suffocation",X91,60,38332521,0.2
,California,6,Assault by handgun discharge,X93,232,38332521,0.6
,California,6,"Assault by rifle, shotgun and larger firearm discharge",X94,58,38332521,0.2
,California,6,Assault by other and unspecified firearm discharge,X95,1022,38332521,2.7
,California,6,Assault by sharp object,X99,222,38332521,0.6
,California,6,Assault by bodily force,Y04,10,38332521,
,California,6,By unspecified person,Y07.9,22,38332521,0.1
,California,6,Assault by other specified means,Y08,22,38332521,0.1
,California,6,Assault by unspecified means,Y09,170,38332521,0.4
,California,6,Sequelae of assault,Y87.1,47,38332521,0.1
Total,California,6,,,1890,38332521,4.9
,Colorado,8,Assault by other and unspecified firearm discharge,X95,96,5268367,1.8
,Colorado,8,Assault by sharp object,X99,30,5268367,0.6
,Colorado,8,Assault by unspecified means,Y09,27,5268367,0.5
Total,Colorado,8,,,184,5268367,3.5
,Connecticut,9,Assault by other and unspecified firearm discharge,X95,65,3596080,1.8
,Connecticut,9,Assault by sharp object,X99,14,3596080,
,Connecticut,9,Assault by unspecified means,Y09,11,3596080,
Total,Connecticut,9,,,100,3596080,2.8
,Delaware,10,Assault by other and unspecified firearm discharge,X95,36,925749,3.9
Total,Delaware,10,,,52,925749,5.6
,District of Columbia,11,Assault by other and unspecified firearm discharge,X95,58,646449,9
,District of Columbia,11,Assault by unspecified means,Y09,12,646449,
Total,District of Columbia,11,,,90,646449,13.9
,Florida,12,"Assault by hanging, strangulation and suffocation",X91,37,19552860,0.2
,Florida,12,Assault by handgun discharge,X93,85,19552860,0.4
,Florida,12,"Assault by rifle, shotgun and larger firearm discharge",X94,23,19552860,0.1
,Florida,12,Assault by other and unspecified firearm discharge,X95,708,19552860,3.6
,Florida,12,Assault by sharp object,X99,104,19552860,0.5
,Florida,12,By unspecified person,Y07.9,16,19552860,
,Florida,12,Assault by other specified means,Y08,15,19552860,
,Florida,12,Assault by unspecified means,Y09,115,19552860,0.6
,Florida,12,Sequelae of assault,Y87.1,28,19552860,0.1
Total,Florida,12,,,1150,19552860,5.9
,Georgia,13,"Assault by hanging, strangulation and suffocation",X91,26,9992167,0.3
,Georgia,13,Assault by handgun discharge,X93,23,9992167,0.2
,Georgia,13,"Assault by rifle, shotgun and larger firearm discharge",X94,17,9992167,
,Georgia,13,Assault by other and unspecified firearm discharge,X95,432,9992167,4.3
,Georgia,13,Assault by sharp object,X99,40,9992167,0.4
