Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Calhoun County, AL",1015,Assault by other and unspecified firearm discharge,X95,12,114477,
,"Jefferson County, AL",1073,Assault by handgun discharge,X93,11,654919,
,"Jefferson County, AL",1073,Assault by other and unspecified firearm discharge,X95,88,654919,13.4
,"Jefferson County, AL",1073,Assault by sharp object,X99,10,654919,
,"Mobile County, AL",1097,Assault by other and unspecified firearm discharge,X95,27,398942,6.8
,"Montgomery County, AL",1101,Assault by other and unspecified firearm discharge,X95,28,223608,12.5
,"Anchorage Borough, AK",2020,Assault by other and unspecified firearm discharge,X95,14,276494,
,"Maricopa County, AZ",4013,"Assault by rifle, shotgun and larger firearm discharge",X94,13,3538988,
,"Maricopa County, AZ",4013,Assault by other and unspecified firearm discharge,X95,254,3538988,7.2
,"Maricopa County, AZ",4013,Assault by sharp object,X99,23,3538988,0.6
,"Maricopa County, AZ",4013,Assault by unspecified means,Y09,34,3538988,1
,"Mohave County, AZ",4015,Assault by other and unspecified firearm discharge,X95,10,188773,
,"Pima County, AZ",4019,Assault by other and unspecified firearm discharge,X95,48,920298,5.2
,"Pinal County, AZ",4021,Assault by other and unspecified firearm discharge,X95,19,235708,
,"Jefferson County, AR",5069,Assault by other and unspecified firearm discharge,X95,14,80562,
,"Pulaski County, AR",5119,Assault by other and unspecified firearm discharge,X95,37,368274,10
,"Alameda County, CA",6001,Assault by handgun discharge,X93,55,1441545,3.8
,"Alameda County, CA",6001,"Assault by rifle, shotgun and larger firearm discharge",X94,15,1441545,
,"Alameda County, CA",6001,Assault by other and unspecified firearm discharge,X95,28,1441545,1.9
,"Alameda County, CA",6001,Assault by sharp object,X99,18,1441545,
,"Contra Costa County, CA",6013,Assault by other and unspecified firearm discharge,X95,58,999013,5.8
,"Fresno County, CA",6019,Assault by other and unspecified firearm discharge,X95,53,872470,6.1
,"Fresno County, CA",6019,Assault by sharp object,X99,14,872470,
,"Kern County, CA",6029,Assault by other and unspecified firearm discharge,X95,36,760726,4.7
,"Kern County, CA",6029,Assault by sharp object,X99,10,760726,
,"Los Angeles County, CA",6037,"Assault by hanging, strangulation and suffocation",X91,20,9786373,0.2
,"Los Angeles County, CA",6037,Assault by handgun discharge,X93,95,9786373,1
,"Los Angeles County, CA",6037,"Assault by rifle, shotgun and larger firearm discharge",X94,23,9786373,0.2
,"Los Angeles County, CA",6037,Assault by other and unspecified firearm discharge,X95,756,9786373,7.7
,"Los Angeles County, CA",6037,Assault by sharp object,X99,81,9786373,0.8
,"Los Angeles County, CA",6037,Assault by unspecified means,Y09,51,9786373,0.5
,"Los Angeles County, CA",6037,Sequelae of assault,Y87.1,20,9786373,0.2
,"Orange County, CA",6059,Assault by handgun discharge,X93,23,2940055,0.8
,"Orange County, CA",6059,Assault by other and unspecified firearm discharge,X95,24,2940055,0.8
,"Orange County, CA",6059,Assault by sharp object,X99,12,2940055,
,"Riverside County, CA",6065,Assault by handgun discharge,X93,10,1931785,
,"Riverside County, CA",6065,"Assault by rifle, shotgun and larger firearm discharge",X94,11,1931785,
,"Riverside County, CA",6065,Assault by other and unspecified firearm discharge,X95,77,1931785,4
,"Riverside County, CA",6065,Assault by sharp object,X99,10,1931785,
,"Sacramento County, CA",6067,Assault by handgun discharge,X93,26,1360816,1.9
,"Sacramento County, CA",6067,Assault by other and unspecified firearm discharge,X95,42,1360816,3.1
,"Sacramento County, CA",6067,Assault by sharp object,X99,11,1360816,
,"Sacramento County, CA",6067,Assault by unspecified means,Y09,12,1360816,
,"San Bernardino County, CA",6071,Assault by handgun discharge,X93,15,1943924,
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,113,1943924,5.8
,"San Bernardino County, CA",6071,Assault by sharp object,X99,21,1943924,1.1
,"San Bernardino County, CA",6071,Assault by unspecified means,Y09,27,1943924,1.4
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,62,2938375,2.1
,"San Diego County, CA",6073,Assault by sharp object,X99,12,2938375,
,"San Diego County, CA",6073,Assault by unspecified means,Y09,17,2938375,
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,54,763016,7.1
,"San Mateo County, CA",6081,Assault by other and unspecified firearm discharge,X95,26,690078,3.8
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,22,1675312,1.3
,"Santa Clara County, CA",6085,Assault by sharp object,X99,13,1675312,
,"Solano County, CA",6095,Assault by handgun discharge,X93,14,408181,
,"Solano County, CA",6095,Assault by other and unspecified firearm discharge,X95,10,408181,
,"Stanislaus County, CA",6099,Assault by other and unspecified firearm discharge,X95,10,500020,
,"Tulare County, CA",6107,Assault by handgun discharge,X93,11,407970,
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,30,407970,7.4
,"Ventura County, CA",6111,Assault by other and unspecified firearm discharge,X95,12,794197,
,"Adams County, CO",8001,Assault by other and unspecified firearm discharge,X95,11,395146,
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,17,524466,
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,28,551691,5.1
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,14,897653,
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,21,878081,2.4
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,20,847162,2.4
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,25,523343,4.8
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,137,567136,24.2
,"District of Columbia, DC",11001,Assault by sharp object,X99,12,567136,
,"District of Columbia, DC",11001,Assault by unspecified means,Y09,17,567136,
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,12,529907,
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,52,1746896,3
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,61,828988,7.4
,"Duval County, FL",12031,Assault by sharp object,X99,14,828988,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,12,1143154,
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,14,1143154,
,"Hillsborough County, FL",12057,Assault by sharp object,X99,11,1143154,
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,11,555029,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,131,2385872,5.5
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,19,2385872,
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,51,1053341,4.8
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,60,1278380,4.7
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,27,929426,2.9
,"Pinellas County, FL",12103,Assault by unspecified means,Y09,12,929426,
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,11,547373,
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,14,486297,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,24,154003,15.6
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,23,242242,9.5
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,16,256292,
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,37,646754,5.7
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,51,668998,7.6
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,88,818737,10.7
,"Fulton County, GA",13121,Assault by sharp object,X99,11,818737,
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,26,710978,3.7
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,15,186543,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,13,195837,
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,24,5207615,0.5
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,425,5207615,8.2
,"Cook County, IL",17031,Assault by sharp object,X99,62,5207615,1.2
,"Cook County, IL",17031,Assault by unspecified means,Y09,58,5207615,1.1
,"Cook County, IL",17031,Sequelae of assault,Y87.1,10,5207615,
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,10,182868,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,18,261255,
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,13,627610,
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,20,286178,7
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,18,343238,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,67,489530,13.7
,"Marion County, IN",18097,Assault by handgun discharge,X93,11,873310,
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,77,873310,8.8
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,11,264863,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,12,467113,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,24,154356,15.5
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,50,710018,7
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,35,249593,14
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,52,413812,12.6
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,44,456554,9.6
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,192,494294,38.8
,"Orleans Parish, LA",22071,Assault by sharp object,X99,13,494294,
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,12,516171,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,37,789110,4.7
,"Baltimore County, MD",24005,Assault by sharp object,X99,10,789110,
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,20,921531,2.2
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,128,853271,15
,"Prince George's County, MD",24033,Assault by sharp object,X99,15,853271,
,"Baltimore city, MD",24510,"Assault by hanging, strangulation and suffocation",X91,11,621560,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,180,621560,29
,"Baltimore city, MD",24510,Assault by sharp object,X99,20,621560,3.2
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,15,621560,
,"Bristol County, MA",25005,Assault by other and unspecified firearm discharge,X95,10,545437,
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,18,461147,
,"Middlesex County, MA",25017,Assault by other and unspecified firearm discharge,X95,10,1454868,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,46,686600,6.7
,"Suffolk County, MA",25025,Assault by sharp object,X99,15,686600,
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,39,442508,8.8
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,10,592210,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,33,1203253,2.7
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,23,207368,11.1
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,16,1960263,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,294,1960263,15
,"Wayne County, MI",26163,Assault by sharp object,X99,38,1960263,1.9
,"Wayne County, MI",26163,Assault by other specified means,Y08,16,1960263,
,"Beltrami County, MN",27007,Assault by other and unspecified firearm discharge,X95,10,42700,
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,43,1117015,3.8
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,10,497560,
,"Ramsey County, MN",27123,Assault by unspecified means,Y09,10,497560,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,26,247370,10.5
,"Hinds County, MS",28049,Assault by sharp object,X99,11,247370,
,"Jackson County, MS",28059,Assault by other and unspecified firearm discharge,X95,10,137913,
,"Jackson County, MO",29095,Assault by handgun discharge,X93,40,658592,6.1
,"Jackson County, MO",29095,"Assault by rifle, shotgun and larger firearm discharge",X94,14,658592,
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,40,658592,6.1
,"Jackson County, MO",29095,Assault by unspecified means,Y09,10,658592,
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,55,1004109,5.5
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,63,324945,19.4
,"St. Louis city, MO",29510,Assault by unspecified means,Y09,11,324945,
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,23,488114,4.7
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,94,1729522,5.4
,"Clark County, NV",32003,Assault by sharp object,X99,21,1729522,1.2
,"Clark County, NV",32003,Assault by unspecified means,Y09,14,1729522,
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,10,392716,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,27,511982,5.3
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,124,786341,15.8
,"Essex County, NJ",34013,Assault by sharp object,X99,10,786341,
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,24,614664,3.9
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,22,362015,6.1
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,12,493600,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,18,526161,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,21,615320,3.4
,"Bernalillo County, NM",35001,Assault by sharp object,X99,10,615320,
,"Bronx County, NY",36005,"Assault by hanging, strangulation and suffocation",X91,11,1351736,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,77,1351736,5.7
,"Bronx County, NY",36005,Assault by sharp object,X99,36,1351736,2.7
,"Bronx County, NY",36005,Assault by unspecified means,Y09,10,1351736,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,41,931745,4.4
,"Kings County, NY",36047,"Assault by hanging, strangulation and suffocation",X91,10,2445809,
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,141,2445809,5.8
,"Kings County, NY",36047,Assault by sharp object,X99,42,2445809,1.7
,"Kings County, NY",36047,Assault by unspecified means,Y09,11,2445809,
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,37,738506,5
,"Monroe County, NY",36055,Assault by sharp object,X99,14,738506,
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,11,1332318,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,43,1573573,2.7
,"New York County, NY",36061,Assault by sharp object,X99,21,1573573,1.3
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,69,2185222,3.2
,"Queens County, NY",36081,Assault by sharp object,X99,22,2185222,1
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2185222,
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,13,457028,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,14,1477687,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,11,933401,
,"Columbus County, NC",37047,Assault by other and unspecified firearm discharge,X95,13,55155,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,15,303695,
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,28,241785,11.6
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,12,325065,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,19,448192,
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,60,798701,7.5
,"Mecklenburg County, NC",37119,Assault by sharp object,X99,15,798701,
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,23,127885,18
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,20,746048,2.7
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,68,1330612,5.1
,"Cuyahoga County, OH",39035,"Assault by smoke, fire and flames",X97,10,1330612,
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,20,1330612,1.5
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,82,1105497,7.4
,"Franklin County, OH",39049,Assault by sharp object,X99,10,1105497,
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,32,810352,3.9
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,37,810352,4.6
,"Hamilton County, OH",39061,Assault by unspecified means,Y09,10,810352,
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,18,449224,
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,19,247702,
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,28,546979,5.1
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,15,545029,
,"Trumbull County, OH",39155,Assault by other and unspecified firearm discharge,X95,11,217926,
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,31,683299,4.5
,"Oklahoma County, OK",40109,Assault by unspecified means,Y09,10,683299,
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,36,568199,6.3
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,11,674862,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,74,1234787,6
,"Allegheny County, PA",42003,Assault by sharp object,X99,12,1234787,
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,16,395933,
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,10,257673,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,30,552153,5.4
,"Montgomery County, PA",42091,Assault by other and unspecified firearm discharge,X95,15,779401,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,279,1490861,18.7
,"Philadelphia County, PA",42101,Assault by sharp object,X99,32,1490861,2.1
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,18,1490861,
,"York County, PA",42133,Assault by other and unspecified firearm discharge,X95,10,409066,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,19,635060,
,"Anderson County, SC",45007,Assault by other and unspecified firearm discharge,X95,14,175467,
,"Berkeley County, SC",45015,Assault by other and unspecified firearm discharge,X95,10,153489,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,19,331589,
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,13,405608,
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,14,229899,
,"Orangeburg County, SC",45075,Assault by other and unspecified firearm discharge,X95,10,92197,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,21,349003,6
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,22,264481,8.3
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,67,589787,11.4
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,14,317901,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,13,404234,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,133,913201,14.6
,"Shelby County, TN",47157,Assault by sharp object,X99,12,913201,
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,15,266017,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,55,1529270,3.6
,"Bexar County, TX",48029,Assault by sharp object,X99,19,1529270,
,"Bexar County, TX",48029,Assault by unspecified means,Y09,17,1529270,
,"Brazoria County, TX",48039,Assault by other and unspecified firearm discharge,X95,11,274336,
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,14,2250830,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,154,2250830,6.8
,"Dallas County, TX",48113,Assault by sharp object,X99,15,2250830,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,45,2250830,2
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,10,462953,
,"Galveston County, TX",48167,Assault by other and unspecified firearm discharge,X95,12,274806,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,27,3681829,0.7
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,282,3681829,7.7
,"Harris County, TX",48201,Assault by sharp object,X99,42,3681829,1.1
,"Harris County, TX",48201,Assault by unspecified means,Y09,24,3681829,0.7
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,17,674982,
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,17,250849,
,"Smith County, TX",48423,Assault by other and unspecified firearm discharge,X95,10,191362,
,"Starr County, TX",48427,Assault by other and unspecified firearm discharge,X95,11,58284,
,"Tarrant County, TX",48439,Assault by handgun discharge,X93,16,1612048,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,50,1612048,3.1
,"Tarrant County, TX",48439,Assault by sharp object,X99,12,1612048,
